,first_loan_local_disbursement_month,months_since_first_loan_disbursed,count_borrowers,count_loans,total_amount,total_interest_assessed,total_rollover_charged,total_rollover_reversed,default_rate_amount_7d,default_rate_amount_30d,default_rate_amount_51d,default_rate_amount_365d
535,2017-10,9,2454,2689,13566000.0,1978805.0,223195.0,230.0,0.17954392487781004,0.08247991630472688,0.06816231810544336,0.05667495165329867
536,2017-10,10,2334,2527,13499500.0,1967685.0,212684.0,0.0,0.17166394531390167,0.08662617015486546,0.07286986900209434,0.06289944849045855
537,2017-10,11,2212,2362,13107000.0,1912650.0,240169.0,0.0,0.20120118620882468,0.0907585944641026,0.07596480047362154,0.0692670862440287
538,2017-10,12,2045,2196,13169000.0,1908970.0,199769.0,0.0,0.16654556283107075,0.07370403434696718,0.06315908394560216,0.05807868559608199
539,2017-10,13,1912,2055,12764000.0,1834340.0,205421.0,276.0,0.1764757700318989,0.06914864405065713,0.06028684197211776,0.055127882704942344
540,2017-10,14,1849,1996,12736500.0,1840015.0,186427.0,0.0,0.16060450663275824,0.06460128340272556,0.0548455043716896,0.05177897467862436
541,2017-10,15,1777,1934,12512000.0,1801620.0,197117.0,0.0,0.1734378165691139,0.08242351852976179,0.07445941581051328,0.06669165046544501
542,2017-10,16,1602,1686,11381000.0,1635850.0,194929.0,0.0,0.18809235721391887,0.08640176315392499,0.07433677175496199,0.06511568199861653
543,2017-10,17,1559,1698,11740000.0,1703220.0,205146.0,0.0,0.19215195466562326,0.08298524526672277,0.0713378436656813,0.06120462782706825
544,2017-10,18,1443,1548,10812000.0,1578680.0,178847.0,0.0,0.18273461851125533,0.06839358394313486,0.054379293667931976,0.04778930822138335
545,2017-10,19,1421,1537,11001000.0,1600210.0,181464.0,0.0,0.18171912423661782,0.07496991631015545,0.05989357156413439,0.055302356924693534
546,2017-10,20,1359,1471,10625500.0,1551165.0,184608.0,0.0,0.18875877277801797,0.0701663979106359,0.05492144700630752,0.04918868980845236
547,2017-10,21,1296,1401,10185500.0,1492265.0,188534.0,0.0,0.2049237563989439,0.08001576565700898,0.06694353479547414,0.06047361523588778
548,2017-10,22,1240,1341,10045500.0,1457325.0,176305.0,0.0,0.19500244505154168,0.09209709969835082,0.07409164894987898,0.0690347654320142
549,2017-10,23,1160,1237,9417500.0,1373605.0,165355.0,0.0,0.19375363104421187,0.07549810840864944,0.0673618243966232,0.0621911716324846
550,2017-10,24,1132,1239,9460000.0,1368860.0,146667.0,1541.0,0.17022179620015404,0.06575584024347988,0.05294743477921379,0.0479172473135052
551,2017-10,25,1013,1084,8683500.0,1268730.0,146120.0,0.0,0.18448599505607383,0.08127971401268524,0.0689107626493437,0.061554016250179484
552,2017-10,26,862,932,7584000.0,1100685.0,105906.0,1067.0,0.1544658843854806,0.06810679737005168,0.05448154737263968,0.04954775352188701
553,2017-10,27,846,929,7595000.0,1119815.0,122724.0,18836.0,0.1713838255648351,0.10953007506259739,0.10257541161067583,0.09193728771833455
554,2017-10,28,716,747,6231500.0,951945.0,202522.0,14578.0,0.35542842924797785,0.28054618457383734,0.2479732171451818,0.2084770596505735
555,2017-10,39,392,434,3761500.0,571450.0,23543.0,528.0,0.0683629455959684,0.03160262599355768,0.027704225058253065,0.025131296494274126
556,2017-10,37,388,438,3588500.0,543480.0,20751.0,835.0,0.06551741649658055,0.03214631248449565,0.024786760953561273,0.015979296993690415
557,2017-10,38,382,429,3684000.0,555610.0,15509.0,1392.0,0.048453387184568514,0.01988050426832518,0.01911983357276461,0.018873612229216102
558,2017-10,44,366,417,3753500.0,564240.0,24743.0,1104.0,0.07206544421463704,0.03423828673544426,0.03121260014219853,0.03587513169523118
559,2017-10,40,359,390,3483000.0,528280.0,28042.0,534.0,0.08729510442141125,0.051301505402722554,0.04865320956080007,0.041618507973200276
560,2017-10,43,353,391,3559500.0,546240.0,17096.0,0.0,0.0541066562864928,0.046423874817205946,0.03613697459284398,0.02970542333471052
561,2017-10,45,351,408,3785000.0,567555.0,17719.0,1392.0,0.05083102413613076,0.0369037786189234,0.02337235467783051,
562,2017-10,42,350,387,3543000.0,534585.0,14849.0,506.0,0.04627525430371917,0.023477675535858895,0.022501192250299833,0.019040464072654126
563,2017-10,41,349,394,3542000.0,537265.0,8962.0,1392.0,0.027506345216508705,0.01428233909218603,0.011741230664509775,0.010885990529608472
564,2017-10,46,335,378,3633500.0,545020.0,18358.0,0.0,0.05511589546048303,0.03060358554675245,0.026784430293656018,
565,2017-10,53,330,358,3238000.0,599424.0,17331.0,46.0,0.09208745585981744,0.058915834037415654,0.04007739179773816,
566,2017-10,47,317,349,3350000.0,510720.0,13803.0,0.0,0.04898861054908434,0.030459127232622212,0.030459127232622212,
567,2017-10,48,313,357,3523000.0,550745.0,8492.0,0.0,0.02602906830622866,0.021462074460028624,0.021217282620850205,
568,2017-10,55,306,331,3293000.0,626010.0,2318.0,0.0,0.07456050021581434,,,
569,2017-10,54,303,322,3007500.0,548981.0,5612.0,0.0,0.04184028883027283,0.018607189551611853,0.05932080655772979,
570,2017-10,36,292,323,2507000.0,379345.0,5807.0,0.0,0.019147731895058064,0.0015546769519487358,-0.0005814451624315256,-0.0005814451624315256
571,2017-10,49,285,306,3003000.0,537295.0,15426.0,0.0,0.06254192595717752,0.030049502358061923,0.029222898565416253,
572,2017-10,52,280,298,2794000.0,513380.0,11022.0,300.0,0.06919680454293896,0.054417418945987575,0.052785045101019966,
573,2017-10,35,257,281,2276500.0,344385.0,18806.0,2131.0,0.07787062935063004,0.035630199162493076,0.02753111878461928,0.02548804867975398
574,2017-10,34,242,270,2030500.0,311910.0,13867.0,711.0,0.07461549859238406,0.04063496793216661,0.03319056418992996,0.03276943012486338
575,2017-10,51,242,272,2834500.0,507140.0,11316.0,0.0,0.046752015314008515,0.03425943151964868,0.0288843807138058,
576,2017-10,50,227,246,2512000.0,448950.0,8178.0,69.0,0.034495264892730505,0.025214412503684006,0.0235317430412385,
577,2017-10,56,201,205,1933000.0,350830.0,0.0,10.0,,,,
578,2017-10,33,190,211,1457500.0,222420.0,4746.0,928.0,0.042264103873887786,0.022920114239279407,0.01629742730803719,0.01629742730803719
579,2017-10,29,148,148,1223500.0,187560.0,36382.0,792.0,0.3255461465891159,0.2512673732730355,0.2036225666364072,0.15812505827619366
580,2017-10,32,128,135,887000.0,137530.0,9454.0,2887.0,0.12166775651223392,0.08701471003477339,0.06367901721650401,0.038158586866553726
581,2017-10,31,31,35,227000.0,34780.0,1624.0,0.0,0.07754603101841241,0.07134288013849448,0.05236063233663878,0.0546858892008057
582,2017-10,30,11,12,88500.0,8800.0,215.0,0.0,0.2209206740649404,0.21234175593255086,0.21234175593255086,0.21234175593255086
583,2017-10,57,7,7,46500.0,6799.0,0.0,0.0,,,,
584,2017-11,0,13550,20176,23386000.0,3301680.0,493771.0,1270.0,0.234359573455428,0.20996030704477495,0.19470951439733858,0.1863892940756687
585,2017-11,1,7038,8456,15206500.0,2183355.0,285451.0,0.0,0.207192231923118,0.1657559138906653,0.14272338425816988,0.13294487193648238
586,2017-11,2,5848,6666,14810500.0,2145855.0,265680.0,222.0,0.19730817870044268,0.1523990131180122,0.12824360879051266,0.11879153945352541
587,2017-11,3,4744,5107,13277500.0,1923805.0,283381.0,0.0,0.23926329159384677,0.16482037058166674,0.12850595273494936,0.11649419610521766
588,2017-11,4,4235,4640,13436500.0,1947755.0,273157.0,311.0,0.22438423027337917,0.14824257035581614,0.11901277171476358,0.10805955671345942
589,2017-11,5,3782,4072,13148500.0,1911755.0,263521.0,138.0,0.22149335678026463,0.1451141676829523,0.11434688160411638,0.10421674135669955
590,2017-11,6,3350,3667,13905000.0,2024590.0,242101.0,322.0,0.19684836068352332,0.12030656496396702,0.09374376032319648,0.0833185772709023
591,2017-11,7,3033,3266,13997000.0,2043450.0,234130.0,0.0,0.1857926456941406,0.10459572612625143,0.08685585064201849,0.0777415317808229
592,2017-11,8,2844,3082,14752500.0,2153595.0,274692.0,920.0,0.20296697617720563,0.1097882186654197,0.09378068653083238,0.08469734244420818
593,2017-11,9,2600,2820,14380500.0,2096295.0,246953.0,0.0,0.187326297377615,0.09448982369263158,0.07762542224386543,0.06713237965556525
594,2017-11,10,2378,2567,13758000.0,2011875.0,257562.0,0.0,0.20494909258998226,0.08816661348816489,0.07028543309109556,0.0652108151308294
595,2017-11,11,2243,2430,13765500.0,1993985.0,216561.0,0.0,0.17222149074033827,0.08043673634890636,0.07176462811887246,0.0655260381698951
596,2017-11,12,2122,2280,13719000.0,1979070.0,220842.0,0.0,0.17576606550996396,0.07794446002339858,0.06706017345909067,0.05904323109519043
597,2017-11,13,1962,2103,13060000.0,1888900.0,214708.0,0.0,0.18000213919472688,0.07051183871364015,0.058148398192440456,0.05205297896180695
598,2017-11,14,1907,2080,12975000.0,1876430.0,210373.0,0.0,0.17744941276545342,0.07788894821999923,0.06419193339178557,0.061077304470056874
599,2017-11,15,1713,1805,11841500.0,1706585.0,198777.0,0.0,0.18430043803238613,0.08216551530087375,0.06698656027826569,0.05741855850447906
600,2017-11,16,1696,1847,12372000.0,1812500.0,225760.0,0.0,0.19935840020923726,0.09767443474302337,0.08468514794320157,0.0722399873423519
601,2017-11,17,1564,1693,11701500.0,1711185.0,205994.0,0.0,0.19380586296195923,0.08776636852957619,0.0730056857937543,0.06771743426803731
602,2017-11,18,1544,1661,11538500.0,1686715.0,186252.0,0.0,0.1774363592576756,0.07227867018574478,0.06233486612612923,0.057199111775020586
603,2017-11,19,1452,1544,10931000.0,1599030.0,192546.0,0.0,0.19218255599136538,0.07585735781810225,0.0636570769944703,0.05889923550073507
604,2017-11,20,1409,1526,10877000.0,1599770.0,195690.0,920.0,0.20307901542673362,0.0815641162015899,0.06718498223707157,0.06123602977420713
605,2017-11,21,1318,1443,10474000.0,1527640.0,173163.0,0.0,0.18140937405221286,0.08202350378893195,0.07413278062897609,0.06792849132753935
606,2017-11,22,1240,1333,9839500.0,1457825.0,170414.0,0.0,0.1885763222709801,0.09394415062986697,0.07905656032108857,0.07375595570859884
607,2017-11,23,1180,1266,9561000.0,1394930.0,141567.0,432.0,0.16483046167691834,0.06953820307408058,0.060619795616975614,0.054762683354543706
608,2017-11,24,1117,1195,9109500.0,1338000.0,134822.0,598.0,0.16498301028954296,0.07990713191301493,0.06210092643183604,0.056186192537020355
609,2017-11,25,925,1013,7948000.0,1167040.0,110158.0,3096.0,0.15682512195581502,0.05848561899501315,0.0519543888952524,0.045769107433116976
610,2017-11,26,892,982,7958000.0,1185420.0,121358.0,13963.0,0.1582669878332101,0.10203585531072498,0.09417502562513921,0.07748217549230875
611,2017-11,27,796,838,7017500.0,1092475.0,226085.0,15875.0,0.349557420262954,0.2657770076718966,0.23921117711247877,0.19348613818489097
612,2017-11,37,420,469,3957000.0,598900.0,13159.0,742.0,0.03518899364174523,0.027187335152337004,0.02318806552758309,0.014368655896550224
613,2017-11,38,418,479,4201000.0,635510.0,17914.0,0.0,0.047550506667107216,0.029140325524669462,0.02846080921944319,0.02315658286263512
614,2017-11,36,413,451,3694500.0,553540.0,20660.0,979.0,0.060746206169854454,0.040472133541797344,0.029140999475733974,0.02866574920541302
615,2017-11,42,385,443,3983500.0,598780.0,17120.0,0.0,0.04600131669013747,0.016003709318032758,0.013441224503978595,0.0134911886534837
616,2017-11,39,384,422,3767500.0,563440.0,32986.0,1642.0,0.0950966372987684,0.04208663044667408,0.03594382317170579,0.02801971637457816
617,2017-11,44,377,425,3868000.0,577960.0,23454.0,0.0,0.06631735988783838,0.05705963363649814,0.050613097257477604,
618,2017-11,43,375,421,3784000.0,568300.0,18738.0,0.0,0.05374843939338303,0.023932527424615727,0.02324699772267033,
619,2017-11,40,375,436,3758000.0,560140.0,18944.0,1114.0,0.06234126121291469,0.04060820887616862,0.035864530962430204,0.030852848277621747
620,2017-11,41,367,406,3625500.0,547620.0,17322.0,0.0,0.05182664139238325,0.018464382289026665,0.016176820365963115,0.013375568695658835
621,2017-11,45,364,411,3829000.0,579070.0,14342.0,0.0,0.04262965992807435,0.038118098050039614,0.03528826903061667,
622,2017-11,47,353,396,3723000.0,581250.0,15731.0,1253.0,0.04563314774027493,0.03812075372046985,0.035493082419232845,
623,2017-11,53,352,381,3505500.0,595413.0,14532.0,97.0,0.08567869468670843,0.03487864843561098,0.0003224802201795719,
624,2017-11,52,349,384,3298500.0,583169.0,16280.0,0.0,0.08086427709722808,0.062034222127900246,0.03514520544209339,
625,2017-11,46,347,387,3668000.0,560495.0,15908.0,0.0,0.05002203098513351,0.030996047499672254,0.03028980707850335,
626,2017-11,54,340,366,3438000.0,632394.0,2601.0,0.0,0.042139826247637936,,,
627,2017-11,51,315,339,3225000.0,566503.0,16011.0,159.0,0.07801124391950928,0.0470330854369207,0.047044286567383374,
628,2017-11,35,314,347,2662000.0,404070.0,16571.0,0.0,0.06220675406609378,0.035906890032576626,0.03006954408547923,0.023746378603530537
629,2017-11,48,314,356,3504500.0,612875.0,17089.0,0.0,0.0592477854100888,0.042136476436390624,0.036149005480174835,
630,2017-11,34,295,312,2406000.0,366635.0,25815.0,3020.0,0.10590331898392494,0.07207462286887441,0.056871048018251866,0.044526859081730374
631,2017-11,50,277,305,2978000.0,514675.0,8655.0,81.0,0.03094636506758525,0.01577599068862523,0.01577599068862523,
632,2017-11,49,250,276,2642500.0,452510.0,11284.0,1322.0,0.0481819619385091,0.030715493341787796,0.030393753854484257,
633,2017-11,33,249,276,2126500.0,322815.0,16448.0,817.0,0.08655382813918429,0.05915744910907188,0.05915744910907188,0.05677150729699379
634,2017-11,55,234,242,2242500.0,402288.0,0.0,0.0,,,,
635,2017-11,32,185,209,1567500.0,237790.0,12831.0,1802.0,0.08036019793119785,0.04431747664483201,0.03367818765966697,0.02555979124590498
636,2017-11,28,174,176,1474000.0,224510.0,38258.0,1404.0,0.2823060460705659,0.21852760651624753,0.19709793674174886,0.1570275448854315
637,2017-11,31,117,128,837500.0,126675.0,6845.0,460.0,0.07446177183533113,0.01155122229233243,0.010533279055566863,-0.012416039079991859
638,2017-11,30,30,35,225500.0,28140.0,2407.0,0.0,0.1185839312465505,,,
639,2017-11,29,10,12,71000.0,6200.0,250.0,0.0,0.3238341968911917,0.32601678502259523,0.32601678502259523,0.32601678502259523
640,2017-11,56,4,4,42000.0,5460.0,0.0,0.0,,,,
641,2017-12,0,10279,15635,18144000.0,2582050.0,401509.0,552.0,0.24355140811546866,0.22047363236800738,0.19692331442040423,0.1865291472355778
642,2017-12,1,5205,6180,11247000.0,1617790.0,197731.0,0.0,0.193729381139062,0.15208854963723703,0.12969392780351136,0.1196066537507177
643,2017-12,2,4074,4401,9726500.0,1413515.0,198437.0,0.0,0.2262758826786514,0.1717497507165494,0.1386603208903367,0.12879902115300904
644,2017-12,3,3671,4048,10347000.0,1503110.0,221929.0,0.0,0.23905185627600892,0.1701167907788307,0.1386029806627819,0.12661146589539832
645,2017-12,4,3114,3360,9710500.0,1415315.0,198279.0,0.0,0.22347980799608838,0.14748994489095552,0.12145819347667018,0.10972056572472817
646,2017-12,5,2729,2998,10342000.0,1506100.0,174632.0,0.0,0.18867599024316134,0.12651766670004788,0.09790162502166729,0.08738414350091862
647,2017-12,6,2445,2658,10673000.0,1555920.0,170214.0,0.0,0.17691258907596408,0.09922869387142404,0.0834996082763887,0.07523284966996906
648,2017-12,7,2258,2461,11122500.0,1625955.0,202085.0,0.0,0.1981237785322895,0.11255708256180823,0.10181614048526162,0.09224958959240309
649,2017-12,8,2084,2261,11032000.0,1617760.0,170365.0,368.0,0.17357914570619176,0.10343788164588234,0.08208707663527007,0.07423041544824843
650,2017-12,9,1848,1971,10328500.0,1516695.0,204141.0,0.0,0.21832797522501737,0.11033589586038536,0.09476411958371198,0.08431897164848173
651,2017-12,10,1741,1875,10346000.0,1497140.0,169964.0,0.0,0.17971922986640368,0.0856443929895221,0.07421062866016977,0.06890808570374485
652,2017-12,11,1651,1766,10464500.0,1509395.0,171139.0,0.0,0.17817786108864325,0.08033686855055326,0.06753254046057014,0.06010259007920439
653,2017-12,12,1528,1660,10280500.0,1486975.0,152169.0,0.0,0.1617016557778451,0.07909363736031043,0.06415829197583418,0.05848096919987396
654,2017-12,13,1498,1622,10249500.0,1483465.0,160004.0,0.0,0.1693398045592056,0.07624361923418786,0.06488766598147191,0.05923239184429052
655,2017-12,15,1335,1486,9984500.0,1446575.0,184462.0,0.0,0.2016703699592336,0.08623432562782074,0.07463718638234289,0.06756312687050112
656,2017-12,14,1273,1338,8850500.0,1273475.0,143984.0,533.0,0.18090637095649487,0.08537870086937434,0.07439871935600834,0.06156189365384104
657,2017-12,16,1216,1303,8851000.0,1280610.0,150586.0,0.0,0.1858001837812549,0.07617993276922556,0.06130451121530848,0.05549174514860444
658,2017-12,17,1171,1277,8994000.0,1305660.0,163033.0,0.0,0.19658199475213395,0.08396366021635157,0.07107577370376823,0.0619741016963797
659,2017-12,18,1083,1174,8217000.0,1183110.0,144654.0,0.0,0.19250199180302585,0.06808486831104467,0.06040840821208361,0.05639175573120509
660,2017-12,19,1055,1137,8221000.0,1211730.0,147967.0,0.0,0.19685340299149875,0.08317484625596655,0.0709515184542419,0.06315615659278234
661,2017-12,20,989,1074,7840000.0,1134920.0,147833.0,0.0,0.20874993315388865,0.08851176832256666,0.0690166663506071,0.06611085491408131
662,2017-12,21,930,993,7641000.0,1126070.0,133490.0,0.0,0.1930075607409022,0.09016241674681144,0.0787352705897157,0.0723215288856931
663,2017-12,22,877,942,7148000.0,1031240.0,104747.0,0.0,0.16650422288623393,0.06658098328739531,0.052011911655583234,0.04596192630432665
664,2017-12,23,834,900,6904500.0,1009550.0,116293.0,0.0,0.18810785880806918,0.07260549144662937,0.05854992744394604,0.05697513300457277
665,2017-12,24,683,735,5995500.0,879425.0,71886.0,1904.0,0.1335074136851589,0.0642567812929136,0.054663134243267714,0.0521233473429894
666,2017-12,25,646,711,5839000.0,859575.0,87953.0,10535.0,0.162904607688308,0.10983632800022503,0.10375345696866423,0.08372739432342696
667,2017-12,26,542,575,4787500.0,740110.0,137953.0,12719.0,0.32665485477703554,0.2526944519915998,0.22480769003793263,0.1775461061269969
668,2017-12,37,333,373,3169000.0,483400.0,15483.0,688.0,0.0576794347341019,0.04312584285999396,0.04037477030861211,0.028243245928800318
669,2017-12,35,300,332,2722000.0,412070.0,15540.0,2053.0,0.06193002311309476,0.03517771891703279,0.0322376914756272,0.026520901994245963
670,2017-12,42,300,339,3022500.0,458060.0,14699.0,1727.0,0.04939027889360725,0.024232474967708795,0.022349586409229877,1.7226232106251398e-05
671,2017-12,38,299,324,2754000.0,418600.0,13713.0,619.0,0.053951725614132286,0.03982833823247802,0.03534843371016892,0.028689106438430822
672,2017-12,41,299,325,2846000.0,434280.0,15332.0,0.0,0.05682849157589006,0.031655542128808695,0.024238305206358748,0.02575482512321488
673,2017-12,36,297,329,2835500.0,432500.0,9703.0,610.0,0.03523178119708279,0.011401830253705503,0.008075056765838896,0.005941861907326092
674,2017-12,39,287,318,2863500.0,434335.0,18591.0,1058.0,0.07038719164525024,0.031659873279793374,0.02015277281699125,0.016547679494152433
675,2017-12,43,286,316,2913500.0,439960.0,15954.0,0.0,0.05939396827476933,0.03681802094689647,0.03303876881635334,
676,2017-12,40,285,326,2948500.0,443040.0,15685.0,1392.0,0.05773387757025309,0.027772688699363467,0.025286642034187456,0.020966690066227107
677,2017-12,44,276,308,2913000.0,440295.0,14873.0,0.0,0.05920473518727314,0.05098653969112583,0.046779640509734564,
678,2017-12,53,267,289,2874500.0,535652.0,137.0,0.0,0.0021497691903213903,,,
679,2017-12,46,265,291,2834000.0,444155.0,8121.0,0.0,0.030933505609383356,0.022330835478375905,0.017951374196905807,
680,2017-12,52,261,274,2624500.0,477568.0,6864.0,37.0,0.05062772915707047,0.030052056290921843,0.014953055543311305,
681,2017-12,51,257,278,2653000.0,505081.0,12521.0,95.0,0.0792529491885403,0.050156356475685754,0.04386706163991689,
682,2017-12,45,252,280,2698000.0,410500.0,9169.0,0.0,0.04643756908917967,0.031870226378473074,0.025368207610430245,
683,2017-12,47,250,269,2733000.0,495455.0,12510.0,1160.0,0.04838312940998108,0.04075867946131786,0.03624971298509372,
684,2017-12,34,236,258,1888000.0,283710.0,8037.0,404.0,0.04453373321618974,0.02518093253174482,0.017057501877686215,0.016810504228059023
685,2017-12,50,223,235,2111000.0,389225.0,12499.0,0.0,0.0808353420712601,0.05093860629404312,0.04476961795279104,
686,2017-12,33,201,221,1661500.0,250325.0,9122.0,2316.0,0.04970041260226866,0.03766253152587579,0.02865312970857971,0.014968563399978332
687,2017-12,49,196,217,2249500.0,415025.0,5225.0,74.0,0.02449685752684645,0.017784063485649506,0.01759685716958189,
688,2017-12,54,196,206,2054000.0,373546.0,0.0,0.0,,,,
689,2017-12,48,185,204,2064000.0,368985.0,5031.0,0.0,0.025825918285661505,0.024767349065709245,0.024767349065709245,
690,2017-12,32,176,198,1479500.0,225220.0,10556.0,0.0,0.07914993786934929,0.04189414762832721,0.039844708400313705,0.03525634867541977
691,2017-12,27,163,164,1370000.0,211745.0,34695.0,1715.0,0.2782631136680504,0.2065707773808057,0.18200773675327395,0.13764720374476472
692,2017-12,31,144,164,1188500.0,180390.0,8992.0,837.0,0.08238533048043992,0.021380865391451717,0.014633611965159657,0.006183246977296899
693,2017-12,30,84,90,590500.0,89750.0,7458.0,0.0,0.1370338248048569,0.12310322967133311,0.12150380662684587,0.06963862281072451
694,2017-12,29,20,22,146500.0,22060.0,2408.0,0.0,0.17860702420503086,0.094210612512283,0.08426723129474521,0.08426723129474521
695,2017-12,55,7,7,77000.0,16607.0,0.0,0.0,,,,
696,2017-12,28,7,8,47000.0,7180.0,627.0,0.0,0.14470284237726097,0.15448756545696718,0.15448756545696718,
697,2018-01,0,12712,19810,23190000.0,3295115.0,489457.0,276.0,0.23181700618916254,0.2122138704484878,0.18686790396080466,0.17739244512045452
698,2018-01,1,6112,6878,12556500.0,1807775.0,235771.0,0.0,0.20892392342749155,0.1681695096183912,0.14133850357328098,0.13111802558266208
699,2018-01,2,5579,6255,13655000.0,1982845.0,272436.0,0.0,0.22144716792782668,0.16635742584205213,0.13529020600409142,0.12521711734518998
700,2018-01,3,4585,4952,12736000.0,1850880.0,272399.0,690.0,0.23484987561327897,0.1594812911178261,0.13020550997124422,0.12047926416887388
701,2018-01,4,3931,4336,13591500.0,1977485.0,229373.0,355.0,0.1858394125891014,0.12708111817696496,0.09760147225426845,0.08782928682406292
702,2018-01,5,3467,3772,14134500.0,2057215.0,220675.0,222.0,0.17236998884074214,0.10093807178601044,0.08456215091159788,0.07589094252490922
703,2018-01,6,3177,3490,14879000.0,2168510.0,238297.0,506.0,0.17488125831866355,0.10204273367161858,0.088936432068228,0.0809435741125653
704,2018-01,7,2917,3149,14694000.0,2149050.0,256636.0,0.0,0.19153130109406202,0.11304942406729158,0.09766292547837728,0.08684043186389229
705,2018-01,8,2624,2837,14319500.0,2092425.0,257978.0,0.0,0.19795436731103194,0.10068466215204143,0.08872748453985305,0.08118389544575326
706,2018-01,9,2408,2619,14050000.0,2029740.0,204763.0,0.0,0.15933609623041167,0.0736876034841223,0.06580624536100364,0.05878527579257408
707,2018-01,10,2316,2487,14459000.0,2079650.0,222752.0,0.0,0.16742327819985306,0.07577832689652095,0.06229478894426612,0.055839660668003784
708,2018-01,11,2117,2288,13908500.0,2002795.0,237644.0,0.0,0.18696586292944728,0.07982338653951197,0.07020721299399298,0.06565316767869393
709,2018-01,12,2041,2208,13473000.0,1934730.0,223224.0,0.0,0.18064295966847344,0.08127219874103654,0.06687064653891246,0.06466112049206978
710,2018-01,13,1835,1942,12261500.0,1755405.0,216828.0,0.0,0.1951644104030098,0.09917145417860515,0.08054830029479969,0.07649539302163388
711,2018-01,14,1814,1985,12866500.0,1875595.0,231474.0,0.0,0.1982517410178133,0.08091237299537606,0.06711559548695438,0.06092087998525936
712,2018-01,15,1682,1796,11941500.0,1734965.0,206862.0,0.0,0.19176994934767427,0.07537062261805114,0.061989247966283585,0.058723532190807004
713,2018-01,16,1593,1724,11774000.0,1714220.0,206328.0,0.0,0.19315157967470875,0.09296626657557445,0.07734326098239971,0.07031309101987156
714,2018-01,17,1525,1631,11291500.0,1659825.0,220123.0,0.0,0.21361420549634882,0.09600926185184802,0.07857518778497247,0.07472990061533098
715,2018-01,18,1418,1551,10946500.0,1603015.0,204643.0,0.0,0.20579106045134016,0.08322642702089782,0.07171998339678715,0.06418612659495045
716,2018-01,19,1358,1456,10438500.0,1531755.0,178608.0,0.0,0.18772757973827625,0.08596927959431265,0.07208756901777558,0.06810856603030913
717,2018-01,20,1290,1377,10135000.0,1486530.0,184165.0,0.0,0.2012654960233291,0.08611140640174085,0.0754507887930359,0.07038773951812403
718,2018-01,21,1200,1304,9637500.0,1410645.0,151857.0,1400.0,0.1728729751428189,0.0736612368462077,0.06280954235543887,0.05977913336551172
719,2018-01,22,1054,1135,8741500.0,1278620.0,146878.0,1066.0,0.1883350254799965,0.09304486929180078,0.08222250068309249,0.07401299774033594
720,2018-01,23,949,1029,8021000.0,1173770.0,118537.0,2958.0,0.16156776225103742,0.07515811257664848,0.06555094084807804,0.05721743852791463
721,2018-01,24,886,963,7715000.0,1134690.0,97439.0,14165.0,0.13283079676495846,0.08816762272912129,0.08163169162874222,0.07023363283054447
722,2018-01,25,775,814,6868000.0,1063770.0,227047.0,15296.0,0.3646048973909472,0.28649583451526756,0.2602573254480435,0.2053439091613831
723,2018-01,36,427,486,4181000.0,631770.0,24454.0,1091.0,0.06344517149278728,0.03433253004486082,0.030606228027361897,0.028355566273099726
724,2018-01,35,423,480,4021500.0,601620.0,24436.0,928.0,0.06725362916992597,0.031829640086870246,0.02346311774911575,0.020438454250707106
725,2018-01,37,415,450,3902500.0,590040.0,22692.0,2154.0,0.0604873493708035,0.03466640653755769,0.025399629987798975,0.023739142821499446
726,2018-01,34,400,448,3711000.0,557270.0,13982.0,0.0,0.04021218383648785,0.02513021270719263,0.013689468684859263,0.0113100586625462
727,2018-01,42,394,448,4210500.0,630480.0,22979.0,0.0,0.05928363628860874,0.040258239171229754,0.036656393817071,
728,2018-01,38,389,448,3941500.0,597230.0,16025.0,1950.0,0.04408633859818617,0.03164396103219723,0.029100071378526576,0.02271860206208508
729,2018-01,40,386,433,3971000.0,606230.0,13905.0,2944.0,0.040372433627256524,0.033292111110748555,0.029524079880881297,0.02497387157380476
730,2018-01,41,384,423,3917500.0,590980.0,21711.0,0.0,0.06011865991395162,0.04295159016965587,0.04140809937802749,
731,2018-01,39,374,414,3720500.0,565840.0,11428.0,0.0,0.033287970657184,0.027252288473641303,0.02482216594993874,0.019043802540867676
732,2018-01,43,360,404,3967500.0,603410.0,25225.0,1067.0,0.06890311724921605,0.04518144488741257,0.03722801668544631,
733,2018-01,44,350,400,3847000.0,575825.0,15821.0,1600.0,0.0446615602298687,0.01437683144887155,0.012627798032640507,
734,2018-01,51,344,366,3553500.0,652483.0,7041.0,0.0,0.040571273754247135,0.02573763998687926,0.02881161444821393,
735,2018-01,52,336,365,3665000.0,668509.0,724.0,0.0,0.009533070471643394,0.04515435416986638,,
736,2018-01,50,335,366,3368000.0,597630.0,7027.0,60.0,0.03162366688072124,0.0174292897717363,0.013093465829192838,
737,2018-01,45,324,355,3463000.0,548150.0,9285.0,0.0,0.029767107153617644,0.024074398407097013,0.023825973112930412,
738,2018-01,46,322,359,3586500.0,639335.0,13915.0,0.0,0.04827422368727418,0.02628266897869463,0.022977446159862976,
739,2018-01,49,310,339,3231500.0,582145.0,23368.0,127.0,0.09839986066386336,0.0728590010602207,0.06879498777327687,
740,2018-01,33,298,331,2482500.0,374160.0,11679.0,0.0,0.0484241008351636,0.03758996244939585,0.03251181872738437,0.03217247351990635
