First Loan Local Disbursement Month,Months Since First Loan Disbursed,Count First Loans,Count Borrowers,Count Loans,Total Amount,Total Interest Assessed,Total Rollover Charged,Total Rollover Reversed,Default Rate Amount 7D,Default Rate Amount 30D,Default Rate Amount 51D,Default Rate Amount 365D
2014-07,86,0,3,3,49000,5660,0,0,,,,
2014-07,13,0,16,24,98000,5620,0,0,0.040532716,,,
2014-07,5,0,27,38,152000,7600,672,0,0.09273183,0.078947368,0.052631579,0.052631579
2014-07,9,0,23,32,126000,6300,544,0,0.126984127,0.095238095,0.063492063,0.055933485
2014-07,33,0,17,22,234000,29780,3474,0,0.166919403,0.094011689,0.060455597,0.011135474
2014-07,25,0,21,27,201000,26510,2040,0,0.114610347,0.052602919,0.052602919,0.052602919
2014-07,12,0,16,27,107000,5350,0,0,0.14211838,0.067352025,0.029968847,0.001931464
2014-07,64,0,8,8,183000,24210,3584,0,0.216254042,0.220091653,0.207757337,0.115961555
2014-07,28,0,17,23,189000,25110,1256,0,0.073326795,0.02106182,0.02106182,
2014-07,52,0,15,16,227000,27450,2347,0,0.115307526,,,
2014-07,19,0,20,26,154000,17640,2030,0,0.149003729,0.127886221,0.119018829,0.048252433
2014-07,40,0,11,12,165000,23150,3312,0,0.220037204,0.126604757,0.100489914,
2014-07,31,0,16,21,214000,27600,1692,0,0.087541391,0.079903984,,
2014-07,67,0,5,6,145000,19550,4758,0,0.361409906,0.369315094,0.355139745,0.283270726
2014-07,50,0,12,14,169000,21120,1956,0,0.12918157,0.078166976,0.00057269,0.00057269
2014-07,38,0,18,22,216000,29440,92,0,0.03223191,0.000415424,0.000415424,0.000415424
2014-07,84,0,3,4,82000,9920,0,0,,,,
2014-07,49,0,10,10,169000,21650,2814,0,0.184526619,0.133368482,0.130784022,0.011247571
2014-07,2,0,52,66,253000,12650,3582,0,0.227931489,0.20063994,0.169019386,0.168944099
2014-07,48,0,13,14,163000,21630,1174,0,0.07945621,1.08E-05,1.08E-05,1.08E-05
2014-07,27,0,18,24,203500,26445,2827,0,0.15371067,0.028779235,0.028779235,
2014-07,80,0,3,3,49000,7160,1733,0,0.385683761,0.106334099,0.106334099,
2014-07,18,0,22,25,141000,15790,2180,0,0.174998406,0.119135686,0.098842549,0.079971064
2014-07,46,0,12,14,188000,25690,1709,0,0.10000468,1.86E-05,1.86E-05,1.86E-05
2014-07,44,0,13,14,163000,22010,1616,0,0.109183287,0.116896895,0.097606979,1.07E-05
2014-07,53,0,13,18,281000,34550,1373,0,0.054381239,0.027918453,0.021607772,
2014-07,47,0,17,20,223000,30160,1656,0,0.082319482,0.08828331,0.08828331,0.051974758
2014-07,66,0,5,6,129000,13680,730,700,0.06391926,,,
2014-07,24,0,21,27,197500,24165,2020,0,0.115291092,0.000894114,0.000894114,0.000894114
2014-07,77,0,5,5,83000,10770,638,0,0.085101845,0.091284637,0.091284637,0.090225405
2014-07,43,0,14,15,156000,19940,2324,0,0.165113107,0.161395458,0.026898308,0.026898308
2014-08,0,564,564,664,2528000,126450,134093,0,0.659571071,0.643724416,0.637134196,0.632283794
2014-08,89,0,4,4,70000,13150,0,0,,,,
2014-08,85,0,6,7,112000,18740,2094,0,0.200244761,,,
2014-08,61,0,12,12,200000,25870,3400,0,0.188161332,,,
2014-08,82,0,8,9,157000,22210,2706,0,0.188772948,,,
2014-08,81,0,7,9,135000,17860,0,0,,,,
2014-08,65,0,12,12,209000,31290,7134,2392,0.371143202,0.35694193,0.35694193,0.191436562
2014-08,29,0,16,20,117000,14290,1164,0,0.110823368,,,
2014-08,46,0,15,18,205000,27870,2220,0,0.119165199,,,
2014-08,51,0,16,18,255000,31770,1104,0,0.048122189,0.025886325,,
2014-08,48,0,12,14,173000,24270,5612,0,0.355603995,0.097948561,,
2014-08,38,0,15,18,160000,22200,0,0,0.000515917,0.000515917,0.000515917,0.000515917
2014-08,44,0,18,21,220000,29920,4378,0,0.245602593,0.117220741,0.117220741,0.114074826
2014-08,5,0,43,58,225000,11250,240,0,0.134603175,0.066878307,0.060952381,0.017777778
2014-08,30,0,14,18,122500,15975,1702,0,0.159675032,0.098996269,0.06154362,0.005963889
2014-08,27,0,17,19,138500,17255,3050,0,0.24480755,0.164440666,0.164440666,
2014-08,69,0,2,2,10000,1300,1,0,,,,
2014-08,62,0,15,16,215000,32200,4758,0,0.240582524,0.130839267,0.130839267,7.94E-06
2014-08,71,0,4,4,20000,2500,452,0,0.251111111,,,
2014-08,31,0,19,21,116000,14620,1348,0,0.129000153,0.028234117,,
2014-08,87,0,8,8,163000,25090,2371,0,0.157584135,0.168071154,0.168071154,
2014-08,6,0,37,56,219000,10950,892,0,0.213089802,0.130463144,0.073494238,0.066971081
2014-08,4,0,33,41,156000,7800,848,0,0.244017094,0.094017094,0.086080586,0.086080586
2014-08,49,0,12,15,184000,23920,710,0,0.046676606,0.003954369,0.003954369,0.003954369
2014-08,32,0,19,24,134000,18100,2766,0,0.227350427,0.17273643,0.080262937,0.027623881
2014-08,28,0,15,17,131500,17565,2833,0,0.240230772,0.172635584,0.125288022,0.124300517
2014-08,23,0,20,27,182500,23235,2430,0,0.147811505,0.121970552,0.121970552,0.08882377
2014-08,22,0,19,21,153000,19910,1460,0,0.105262854,0.040953146,0.040953146,5.73E-06
2014-08,72,0,6,6,79000,13130,1600,1600,0.152501899,0.166968953,0.166968953,-0.063480209
2014-08,68,0,2,2,10000,1600,452,0,0.487068966,,,
2014-08,70,0,4,4,20000,3100,0,0,,,,
2014-08,13,0,26,37,147000,7970,512,0,0.172949603,0.072930245,0.069703814,0.042601794
2014-08,88,0,7,7,153000,30950,1656,0,0.112530579,,,
2014-08,47,0,14,17,187000,25890,2760,0,0.162055522,0.138223974,0.092149316,0.090758173
2014-08,86,0,8,9,188000,30470,2094,0,0.119833387,,,
2014-08,84,0,8,8,144000,20810,1656,0,0.125599175,,,
2014-08,58,0,14,16,219000,26540,2246,0,0.114767451,0.030477912,0.030477912,0.030477912
2014-08,8,0,30,41,160000,8000,0,0,0.177083333,0.125,0.1,0.013095238
2014-08,41,0,13,15,144000,19360,1459,0,0.115940255,0.033339603,0.033339603,0.004247083
2014-08,76,0,5,5,110000,15300,1564,0,0.156025539,,,
2014-08,1,0,74,101,381000,19050,3603,0,0.173388326,0.141107362,0.141107362,0.12335958
2014-08,90,0,7,7,175000,33120,0,0,,,,
2014-08,17,0,29,38,212500,25115,2860,0,0.150819603,0.102950411,0.071970059,0.0332966
2014-08,33,0,18,21,149000,20550,3389,0,0.249837806,0.057453784,0.054562591,0.046178132
2014-08,21,0,19,24,171500,21485,1570,0,0.099956784,0.085934781,0.047892865,0.038107488
2014-08,15,0,27,39,179000,19850,1510,0,0.12612522,0.086943502,0.086943502,0.085695748
2014-08,25,0,16,18,135500,19285,4026,0,0.325096101,0.113556366,0.113556366,0.079616651
2014-08,37,0,15,18,126000,16220,2150,0,0.191112361,0.076809586,0.073346263,0.072999931
2014-08,73,0,8,8,137000,21710,5276,0,0.436657355,0.286048865,0.286048865,0.216787496
2014-08,45,0,17,19,176000,24120,1840,0,0.114936038,0.086101208,0.08362547,0.035814023
2014-08,56,0,10,12,194000,21410,552,0,0.032031939,0.034506071,0.034506071,
2014-08,67,0,3,3,28000,4620,460,0,0.187676272,0.102237001,0.011245466,0.011245466
2014-08,54,0,16,17,259000,29950,2601,0,0.112732307,0.029459683,0.029459683,0.004788185
2014-08,24,0,19,20,151000,20850,2946,0,0.281000873,0.221606902,0.221606902,0.031385158
2014-08,12,0,23,31,120000,6240,112,0,0.305782636,0.123114702,0.04508872,0.017442966
2014-08,74,0,6,7,117000,17110,0,0,,,,
2014-08,83,0,5,6,127000,18770,0,0,,,,
2014-08,36,0,15,19,139000,19890,3290,0,0.258801687,0.142415834,0.13933284,0.097700086
2014-08,7,0,30,43,167000,8350,144,0,0.166809239,0.082691759,0.018819504,0.015968064
2014-08,35,0,10,11,83000,11530,1637,0,0.216449804,0.100471056,0.100471056,1.04E-05
2014-08,52,0,14,16,229000,28630,0,0,0.000116446,0.000116446,0.000116446,0.000116446
2014-08,19,0,22,33,212000,25720,3770,0,0.199562511,0.21205847,0.170669593,0.095283449
2014-08,11,0,25,37,148000,7400,336,0,0.183925354,0.102844273,0.048790219,0.012754183
2014-08,26,0,14,14,107000,15050,3148,0,0.322408849,0.228166584,0.228166584,0.148005559
2014-08,66,0,12,13,165000,23670,2446,0,0.17183442,0.173559514,0.098631198,0.009679985
2014-08,34,0,16,19,134000,18980,6385,0,0.521767551,0.179311643,0.148137922,0.077997051
2014-08,55,0,17,18,267000,32730,5575,0,0.228071931,0.21284617,0.109542916,-0.00436285
2014-08,14,0,31,45,195000,17570,1520,0,0.242988192,0.095504196,0.072204772,0.052515119
2014-08,63,0,15,18,273000,42760,5267,3427,0.208645807,0.221629333,0.179841571,0.088182614
2014-08,9,0,30,42,159000,7950,336,0,0.291105121,0.2491764,0.2491764,0.041329739
2014-08,40,0,15,17,177000,23470,3286,0,0.206065745,0.165197589,0.001128801,0.001128801
2014-08,43,0,14,16,187000,24770,552,0,0.032582519,,,
2014-08,77,0,6,6,127000,19610,1714,0,0.146101903,,,
2014-08,75,0,8,9,162000,23640,4109,2300,0.276664512,0.12869106,0.019046214,0.019046214
2014-08,59,0,13,15,261000,32050,0,0,,,,
2014-08,16,0,33,52,256000,28460,3590,0,0.161259931,0.113181739,0.078847422,0.062461378
2014-08,78,0,5,7,109000,14080,0,0,,,,
2014-08,3,0,41,54,207000,10400,1932,0,0.240155678,0.158195971,0.120192308,0.115155678
2014-08,79,0,10,11,165000,26310,2380,0,0.155506769,0.165883628,0.165883628,
2014-08,2,0,65,85,323000,16150,3880,0,0.28600914,0.202417809,0.202417809,0.143741707
2014-08,42,0,14,18,163000,21010,1351,0,0.09178849,0.05820534,0.025836071,
2014-08,18,0,28,35,208000,25620,1820,0,0.098578889,0.104272851,0.100998131,0.057721713
2014-08,20,0,22,29,178500,22575,2360,0,0.147024742,0.117226633,0.114768845,0.045606705
2014-08,39,0,18,20,200000,26600,1196,0,0.065975287,0.049070221,0.047972748,0.047972748
2014-08,80,0,9,9,149000,20380,5416,0,0.399692998,,,
2014-08,64,0,14,16,250000,38660,3618,0,0.259658422,0.079468862,0.079468862,0.079468862
2014-08,50,0,14,17,221000,28510,1351,0,0.074205443,0.075204994,0.073211858,0.006477691
2014-08,57,0,12,13,179000,21540,2857,0,0.178069213,,,
2014-08,60,0,16,16,263000,32550,4580,0,0.193710032,0.119831406,0.119831406,0.119831406
2014-08,10,0,25,34,132000,6600,0,0,0.112554113,0.03968254,0.03968254,
2014-08,53,0,17,21,310000,37020,1672,0,0.060227076,,,
2014-09,0,350,350,487,1836000,91800,68331,0,0.472887748,0.456138085,0.454343293,0.449285714
2014-09,69,0,1,1,5000,250,0,0,,,,
2014-09,49,0,18,22,248000,32200,3943,0,0.192169879,0.01603418,0.01603418,0.01603418
2014-09,4,0,56,79,309000,15350,1824,0,0.177291764,0.118814953,0.116333178,0.085931441
2014-09,57,0,14,16,248000,29960,7535,0,0.338829328,3.50E-06,3.50E-06,3.50E-06
2014-09,13,0,39,65,287000,28450,1686,0,0.166165795,0.06896149,0.055703914,0.054756944
2014-09,39,0,28,32,348000,47320,5765,0,0.18264191,0.083892442,0.073919493,0.065941135
2014-09,31,0,32,34,306000,42660,7245,0,0.260052773,0.09607901,0.070249083,0.024736938
2014-09,33,0,28,32,346000,47300,6614,0,0.210531401,0.12334652,0.09037193,0.09037193
2014-09,2,0,70,108,421000,20650,1868,0,0.106749488,0.084155979,0.080928335,0.054991909
2014-09,85,0,6,8,172000,21400,1344,0,0.086866598,,,
2014-09,34,0,24,30,309000,43230,3571,0,0.129205349,0.074932336,0.002445187,0.002445187
2014-09,26,0,34,39,308000,40960,2176,0,0.079387322,0.085092386,0.079681377,0.031694272
2014-09,78,0,8,9,158000,23330,2554,0,0.176087796,0.176654848,0.149463792,
2014-09,16,0,35,44,240500,28595,3800,0,0.192998755,0.145220689,0.120174426,0.116510013
2014-09,52,0,17,17,238000,29500,1639,0,0.076635514,0.055532643,7.43E-05,7.43E-05
2014-09,61,0,15,22,385000,52160,3302,0,0.096122701,0.03014562,0.03014562,0.013374593
2014-09,42,0,21,23,279000,38210,6381,0,0.251725986,0.100222194,0.023347374,0.012086245
2014-09,54,0,13,15,238000,27290,4214,0,0.20083682,0.002226312,0.002226312,0.002226312
2014-09,24,0,36,42,301000,37930,6400,0,0.26945387,0.137569861,0.072559581,0.003761619
2014-09,43,0,19,20,248000,35040,8262,0,0.364930752,0.038303891,4.46E-05,4.46E-05
2014-09,5,0,40,57,219000,10950,632,0,0.13111546,0.10676234,0.10676234,0.034355295
2014-09,9,0,43,62,241000,12050,668,0,0.199170124,0.128828295,0.099782652,0.053941909
2014-09,14,0,34,36,168000,19540,1786,0,0.208622161,0.135596806,0.113385161,0.113385161
2014-09,38,0,26,32,349000,46270,3978,0,0.126437625,0.090424999,0.090424999,0.075662245
2014-09,88,0,3,3,60000,10620,547,0,0.210332103,,,
2014-09,87,0,7,8,141000,25530,3320,0,0.304497762,0.061986661,,
2014-09,20,0,33,40,272000,34340,3210,0,0.145465822,0.088554353,0.042762074,0.037884025
2014-09,12,0,36,48,192000,10500,252,0,0.21817284,0.135703704,0.125333333,0.01817284
2014-09,82,0,5,5,86000,11850,5864,0,0.544342261,0.004859518,0.004859518,
2014-09,48,0,17,19,198000,24420,1907,0,0.112489884,0.005273552,0.005273552,0.005273552
2014-09,74,0,8,10,168000,27670,1142,0,0.072980017,,,
2014-09,19,0,33,42,251500,32505,2980,0,0.150426929,0.106249456,0.086736241,0.037151768
2014-09,77,0,8,8,137000,19830,2189,0,0.174456418,,,
2014-09,23,0,37,41,301500,39965,5954,0,0.243310442,0.129356771,0.064029313,0.050213143
2014-09,84,0,4,4,85000,11640,0,0,2.07E-05,2.07E-05,2.07E-05,
2014-09,30,0,30,35,334000,44180,1983,0,0.066703686,0.032680719,0.032680719,0.032680719
2014-09,41,0,22,23,249000,34030,2206,0,0.098194538,0.034985065,0.017567909,0.000757268
2014-09,21,0,38,47,328500,42195,6090,0,0.217040964,0.080764892,0.024870948,0.011680401
2014-09,29,0,33,38,352000,47960,4494,0,0.141719172,0.043164365,0.001241179,0.001241179
2014-09,10,0,41,56,223000,11150,336,0,0.193153961,0.103467862,0.067593423,0.049656203
2014-09,86,0,4,6,149000,20950,4645,0,0.341629891,,,
2014-09,51,0,13,16,207000,27250,2338,0,0.174078975,0.047491842,0.047491842,0.041244695
2014-09,75,0,8,8,144000,23660,2856,0,0.212930932,0.182129536,0.17802435,0.175092073
2014-09,25,0,31,40,308500,40255,5443,0,0.197450933,0.067532849,0.060847323,0.045974286
2014-09,76,0,8,9,189000,25930,858,0,0.049923231,,,
2014-09,58,0,11,14,244000,32760,3477,0,0.157031363,0.149762522,,
2014-09,53,0,15,16,243000,30860,4035,0,0.184291244,0.120156894,0.017362673,0.000107954
2014-09,46,0,18,19,213000,29390,5826,0,0.303032303,0.147202437,0.145188062,0.134713314
2014-09,37,0,23,29,321000,42430,4708,0,0.162386154,0.03852903,0.025577365,0.015016108
2014-09,63,0,12,13,233000,34830,6378,0,0.298368368,0.178754814,0.178754814,0.178754814
2014-09,32,0,28,33,334000,45220,6866,0,0.227050261,0.066964355,0.064374259,0.061784162
2014-09,90,0,1,1,25000,6500,0,0,,,,
2014-09,80,0,2,2,38000,3520,0,0,,,,
2014-09,89,0,4,5,98000,15840,0,0,,,,
2014-09,44,0,18,21,231000,32970,3925,0,0.219487063,0.156856231,0.156856231,0.150883742
2014-09,66,0,1,1,5000,250,0,0,,,,
2014-09,36,0,23,26,279000,38410,2238,0,0.112598847,0.052501502,0.052188658,0.029344779
2014-09,59,0,10,13,195000,25090,673,0,0.039433868,0.001223031,0.001223031,0.001223031
2014-09,72,0,9,10,191000,25990,1702,0,0.098027559,0.105047281,0.105047281,
2014-09,79,0,6,6,107000,14410,8574,0,0.884165392,0.473273634,0.246268772,
2014-09,50,0,17,22,306000,38420,4387,0,0.183325591,0.149931051,0.092867976,0.060769996
2014-09,81,0,5,6,99000,11450,4216,0,0.477111815,0.193152286,0.166989343,
2014-09,45,0,21,24,283000,39770,5866,0,0.2272578,0.042262564,9.74E-05,9.74E-05
2014-09,17,0,32,39,223500,27445,1670,0,0.099643348,0.044059141,0.03356887,0.016982364
2014-09,68,0,1,1,5000,250,0,0,,,,
2014-09,1,0,92,134,513000,25698,3792,0,0.154174416,0.111832043,0.104975729,0.088205555
2014-09,6,0,41,63,245000,12250,1908,0,0.155257532,0.131156463,0.131156463,0.095821186
2014-09,56,0,11,12,204000,24650,2001,0,0.109433632,0.080164404,0.077996627,0.076392472
2014-09,7,0,39,55,214000,10700,336,0,0.140631954,0.056074766,0.037383178,0.018691589
2014-09,65,0,12,13,212000,32670,9482,0,0.48482037,0.314827347,0.159742988,0.068907583
2014-09,71,0,10,10,138000,20300,4139,0,0.331563089,0.083101341,0.083101341,0.02282197
2014-09,11,0,40,60,241000,12770,656,0,0.124455215,0.060617882,0.055889191,0.050175356
2014-09,83,0,4,4,87000,11290,3144,0,0.399837216,,,
2014-09,3,0,62,88,342000,17100,1812,0,0.200501253,0.148705096,0.148705096,0.073377889
2014-09,22,0,35,43,305500,39845,3570,0,0.142686299,0.056234326,0.04729232,0.013487526
2014-09,28,0,35,41,356000,47520,2083,0,0.065255749,0.021434753,0.021434753,0.021434753
2014-09,35,0,29,33,340000,47120,6783,0,0.219748398,0.052807417,0.040634369,0.015704374
2014-09,73,0,8,8,123000,19150,1368,0,0.127330285,0.13564849,0.13564849,0.13564849
2014-09,8,0,40,52,203000,10150,0,0,0.144499179,0.013136289,0.013136289,
2014-09,55,0,14,15,239000,29200,6814,0,0.317971663,0.294490462,0.233751736,0.091504433
2014-09,27,0,35,48,411000,53450,2823,0,0.076761761,0.029179944,0.029179944,0.024685783
2014-09,60,0,12,13,241000,32570,2414,0,0.112768213,0.087954374,0.002449417,0.002449417
2014-09,15,0,34,46,244000,31340,2410,0,0.125190673,0.115355536,0.085112511,0.052277228
2014-09,70,0,2,2,20000,3450,0,0,0.358208955,0.358208955,0.358208955,0.358208955
2014-09,47,0,21,24,246000,32070,3069,0,0.138134283,0.143985715,0.138707188,0.06870267
2014-09,40,0,19,19,224000,31880,1656,0,0.080948101,0.057921999,0.057921999,5.05E-05
2014-09,18,0,35,46,257000,30890,3190,0,0.158400778,0.078249966,0.019984197,0.019984197
2014-09,64,0,13,13,237000,37050,6761,0,0.31100894,0.235257878,0.235257878,0.204632297
2014-09,62,0,13,15,275000,35810,7610,0,0.308152891,0.167787827,0.002063313,0.002063313
2014-10,0,293,293,423,1589000,79550,50041,0,0.423748466,0.404812786,0.400203526,0.387243722
2014-10,13,0,40,51,240000,27120,3980,0,0.185834082,0.108963482,0.057764662,0.039727038
2014-10,55,0,8,9,182000,21660,2640,0,0.162034764,0.142680562,0.142680562,0.142680562
2014-10,43,0,9,12,160000,20160,2254,0,0.156416519,,,
2014-10,79,0,4,4,97000,19700,2424,0,0.267920691,0.268829119,0.252039891,
2014-10,75,0,2,2,56000,8840,0,0,,,,
2014-10,84,0,1,1,30000,5700,0,0,,,,
2014-10,73,0,1,1,30000,4500,0,0,,,,
2014-10,46,0,17,19,169000,22070,1710,0,0.112419532,0.120292561,0.120292561,0.045668638
2014-10,45,0,15,22,249000,31750,1066,0,0.047455031,1.06E-05,1.06E-05,1.06E-05
2014-10,1,0,83,118,445000,22250,4032,0,0.185125736,0.152059925,0.141787052,0.123809524
2014-10,22,0,35,39,279000,38730,6036,0,0.250857646,0.216687361,0.133787983,0.061760654
2014-10,32,0,18,23,208000,28960,2484,0,0.131203579,0.103907385,0.103907385,0.101819215
2014-10,53,0,12,13,202000,29670,0,0,4.32E-06,4.32E-06,4.32E-06,4.32E-06
2014-10,57,0,9,9,138000,22590,3035,0,0.236253814,0.152122231,0.152122231,0.111217723
2014-10,42,0,15,15,172000,24040,4193,0,0.268414609,0.038250438,0.038250438,0.001033796
2014-10,26,0,29,32,234000,32060,2603,0,0.160039089,0.088158771,0.027923458,0.000186107
2014-10,74,0,3,4,110000,20150,0,0,,,,
2014-10,56,0,9,10,149000,17670,3597,0,0.269760605,5.87E-06,5.87E-06,5.87E-06
2014-10,41,0,12,13,135000,17530,2949,0,0.241611486,0.09254626,1.93E-05,1.93E-05
2014-10,80,0,2,2,36000,6060,605,0,0.191374663,,,
2014-10,70,0,4,4,65000,13950,456,0,0.072197593,0.077525628,0.077525628,0.062967534
2014-10,30,0,19,25,182000,22900,2182,0,0.133528551,0.082682223,0.053737167,0.017751422
2014-10,71,0,2,2,11000,1890,571,0,0.553917766,0.572840056,0.572840056,0.260827576
2014-10,72,0,2,3,77000,11550,0,0,,,,
2014-10,29,0,24,30,235000,35820,4583,0,0.213078798,0.148763812,0.148763812,0.075046387
2014-10,31,0,18,21,157000,21510,1992,0,0.139588819,0.14853021,0.082115434,0.034503773
2014-10,50,0,13,17,233000,34000,888,0,0.042325843,0.045500358,0.045500358,0.017533447
2014-10,85,0,2,3,57000,10260,0,0,,,,
2014-10,77,0,3,3,60000,8400,0,0,,,,
2014-10,58,0,6,7,167000,20410,3505,0,0.233765541,,,
2014-10,64,0,3,3,87000,10770,2664,0,0.340595275,0.358085907,0.358085907,0.358085907
2014-10,9,0,34,54,214000,10700,656,0,0.199376947,0.161993769,0.103693814,0.031152648
2014-10,66,0,2,4,20000,2400,0,0,,,,
2014-10,44,0,14,17,168000,26130,2362,0,0.152073353,0.074588278,0.062669218,0.062669218
2014-10,10,0,27,45,174000,8700,284,0,0.154898741,0.056376574,0.053639847,0.027093596
2014-10,6,0,41,61,233000,11650,560,0,0.160228898,0.143061516,0.12507664,0.028612303
2014-10,52,0,10,12,158000,19980,4029,0,0.28299809,0.169216907,0.169216907,0.16646979
2014-10,18,0,33,40,259500,35015,2090,0,0.088430131,0.047180594,0.047180594,0.047180594
2014-10,82,0,2,2,60000,12600,0,0,,,,
2014-10,24,0,27,28,228500,31995,2678,0,0.12852454,0.087208794,0.073149601,0.021852546
2014-10,54,0,12,14,226000,28340,5755,0,0.282810411,0.194621196,0.084792095,0.052526961
2014-10,34,0,17,22,204000,27640,2680,0,0.145095838,0.058774326,0.021671219,0.021671219
2014-10,33,0,18,23,251000,36700,3429,0,0.148974626,0.116336744,0.035674907,
2014-10,11,0,30,45,182000,10540,336,0,0.145787888,0.058896853,0.037083203,0.022540771
2014-10,20,0,33,42,280500,35375,5130,0,0.226355362,0.15152412,0.140994689,0.10414168
2014-10,62,0,5,6,143000,20620,2827,0,0.215988265,,,
2014-10,35,0,16,19,214000,28540,4962,0,0.258390369,0.222672948,0.125801004,0.066383302
2014-10,5,0,46,69,271000,13550,1008,0,0.188367598,0.147601476,0.146898612,0.044280443
2014-10,87,0,2,2,35000,7350,0,0,,,,
2014-10,3,0,52,77,290000,14500,336,0,0.151724138,0.099835796,0.086699507,0.027586207
2014-10,60,0,8,9,154000,25860,3127,0,0.217391304,0.131375453,0.131375453,0.084279211
2014-10,19,0,34,43,285500,36325,1670,0,0.064864445,0.030742361,0.030742361,0.015378908
2014-10,51,0,13,16,182000,23300,3531,0,0.215723332,0.000708707,0.000708707,0.000708707
2014-10,38,0,17,23,222000,29700,5956,0,0.298688915,0.194635483,0.166718415,0.147436893
2014-10,23,0,30,34,256500,40005,2656,0,0.111718184,0.07952574,0.07952574,0.04838866
2014-10,76,0,2,2,56000,11840,0,0,,,,
2014-10,47,0,14,16,211000,31340,4524,0,0.233391103,0.161469473,0.153367846,0.145266219
2014-10,27,0,22,23,181000,24630,4635,0,0.281719593,0.199124914,0.161077688,0.110522436
2014-10,15,0,46,70,356000,40180,5320,0,0.169051946,0.124645081,0.084657534,0.04124533
2014-10,86,0,1,1,30000,5100,0,0,,,,
2014-10,2,0,69,103,395000,19750,2420,0,0.226522001,0.168414708,0.168414708,0.090355636
2014-10,83,0,2,3,42000,7500,571,0,0.144242424,0.154001318,0.154001318,
2014-10,67,0,1,1,5000,750,0,0,,,,
2014-10,17,0,34,49,279500,31465,5280,0,0.212548036,0.106468086,0.102041139,0.032885895
2014-10,40,0,13,15,167000,26540,2181,0,0.140864937,0.011220053,0.010709122,1.53E-05
2014-10,21,0,32,36,247500,33605,2270,0,0.101047651,0.05628584,0.05628584,0.056144685
2014-10,48,0,13,15,156000,19800,2938,0,0.206882821,-0.0019302,-0.0019302,-0.0019302
2014-10,8,0,33,51,202000,10100,336,0,0.139085337,0.118953324,0.118953324,0.020273456
2014-10,37,0,17,20,191000,25090,3240,0,0.244388912,0.033939726,0.000455934,0.000455934
2014-10,78,0,3,3,69000,9750,0,0,,,,
2014-10,61,0,6,7,162000,26830,547,0,0.036223058,0.039006849,0.039006849,5.28E-06
2014-10,68,0,1,1,5000,750,0,0,,,,
2014-10,14,0,40,58,307000,38800,3230,0,0.117032967,0.086353609,0.085494084,0.057301665
2014-10,16,0,38,43,246500,29875,4910,0,0.223772049,0.146079599,0.096521322,0.0746396
2014-10,7,0,37,65,252000,12600,672,0,0.095238095,0.09334845,0.09334845,0.031746032
2014-10,59,0,4,5,130000,15900,2668,0,0.22858122,,,
2014-10,25,0,23,27,199000,27530,1131,0,0.065289366,0.055512363,0.055512363,0.055512363
2014-10,12,0,40,66,288000,24680,706,0,0.095784828,0.052930842,0.026832774,0.013416387
2014-10,4,0,50,75,289000,14450,620,0,0.126544736,0.053715604,0.052067886,0.028340748
2014-10,63,0,5,6,160000,22400,1277,0,0.0875,,,
2014-10,69,0,2,2,10000,1500,0,0,,,,
2014-10,39,0,12,14,170000,21100,2065,0,0.135075877,0.006673052,1.55E-05,1.55E-05
2014-10,88,0,1,1,30000,7800,0,0,,,,
2014-10,49,0,6,6,93000,11630,533,0,0.063652872,0.068398581,,
2014-10,36,0,13,14,183000,29540,3184,0,0.187305919,0.11521203,0.11521203,0.11521203
2014-10,28,0,21,23,193000,25710,3280,0,0.187920077,0.124933556,0.068678769,0.03648813
2014-10,81,0,2,2,60000,8400,2760,0,0.504385965,,,
2014-10,65,0,3,3,71000,10240,3739,1277,0.575332349,0.588133539,0.379411384,0.349992351
