First Loan Local Disbursement Month,Months Since First Loan Disbursed,Count First Loans,Count Borrowers,Count Loans,Total Amount,Total Interest Assessed,Total Rollover Charged,Total Rollover Reversed,Default Rate Amount 7D,Default Rate Amount 30D,Default Rate Amount 51D,Ftbs,Borrower Retention,Loans Per Borrower,Loan Size,Interest Rate,Total Revenue Of Originations,Loans Per Original,Originations Per Original,Revenue Per Original
2021-5,5,0,2368,2733,34151000,4841430,378719,0,0.1229925398,0.1062004552,0.101006568,10314,0.2295908474,1.154138514,12495.79217,0.1417653949,0.1528549384,0.2649796393,3311.130502,506.1226488
2021-05,10,0,1,1,20000,3000,0,0,,,,10314,0.00009695559434,1,20000,0.15,0.15,0.00009695559434,1.939111887,0.290866783
2021-5,9,0,699,724,11902000,1892530,0,0,,,,10314,0.06777196044,1.035765379,16439.22652,0.1590094102,0.1590094102,0.0701958503,1153.965484,183.491371
2021-5,6,0,2100,2406,33726000,5145780,367388,0,0.1205126615,0.09569283239,0.08435588262,10314,0.2036067481,1.145714286,14017.45636,0.1525760541,0.1634693708,0.23327516,3269.924375,534.5324801
2021-5,3,0,3319,3871,37329000,5327230,498581,0,0.1468609429,0.1271696219,0.1222169876,10314,0.3217956176,1.166315155,9643.24464,0.1427102253,0.1560666238,0.3753151057,3619.255381,564.844968
2021-5,1,0,5214,6474,42087000,5745000,634140,1283,0.1670953561,0.1491649457,0.1433870723,10314,0.5055264689,1.241657077,6500.926784,0.1365029582,0.1515398342,0.6276905177,4080.570099,618.368916
2021-6,0,9532,9532,15786,53390000,7146530,841865,381,0.1751966483,0.1561052035,0.1495145983,10314,0.9241807252,1.656105749,3382.110731,0.1338552163,0.1496162952,1.530541012,5176.459182,774.4826449
2021-6,5,0,2164,2463,30787000,4606380,370687,0,0.1344708233,0.1007829605,0.09232651435,10314,0.2098119061,1.138170055,12499.797,0.1496209439,0.1616613181,0.2388016289,2984.971883,482.554489
2021-6,7,0,1571,1767,26032000,4033410,62620,0,0.114854445,0.06630099094,,10314,0.1523172387,1.124761299,14732.31466,0.1549404579,0.1573459588,0.1713205352,2523.948032,397.1330231
2021-6,8,0,810,841,12954000,2019180,685,0,0.1226361032,,,10314,0.07853403141,1.038271605,15403.09156,0.1558730894,0.1559259688,0.08153965484,1255.962769,195.8372116
2021-6,9,0,1,1,12000,480,0,0,,,,10314,0.00009695559434,1,12000,0.04,0.04,0.00009695559434,1.163467132,0.04653868528
2021-6,2,0,3696,4425,35132000,4963500,546725,0,0.1716028048,0.1503917942,0.1445082241,10314,0.3583478767,1.19724026,7939.435028,0.1412814528,0.156843476,0.4290285049,3406.24394,534.2471398
2021-6,3,0,2899,3344,31656000,4479210,428268,0,0.1493371656,0.1257059265,0.1189396341,10314,0.281074268,1.153501207,9466.507177,0.1414963988,0.1550252085,0.3242195075,3069.226294,475.8074462
2021-6,1,0,4761,6120,38914000,5332220,605183,0,0.1723073273,0.1526260517,0.1472894897,10314,0.4616055846,1.285444234,6358.496732,0.1370257491,0.1525775556,0.5933682373,3772.929998,575.6644367
2021-6,6,0,1773,2000,27771000,4427270,247022,0,0.1079044493,0.06866967162,0.05679204914,10314,0.1719022688,1.128031585,13885.5,0.1594206186,0.168315581,0.1939111887,2692.55381,453.198759
2021-6,4,0,2512,2927,32014000,4508870,375691,0,0.1313125386,0.111773533,0.1038280369,10314,0.243552453,1.165207006,10937.47865,0.1408405698,0.1525757793,0.2837890246,3103.936397,473.5855148
2021-7,0,7876,7876,13257,43654000,5903240,753248,0,0.1911515522,0.1696958097,0.1613725949,10314,0.763622261,1.68321483,3292.901863,0.1352279287,0.1524828882,1.285340314,4232.499515,645.3837502
2021-7,1,0,3822,4754,29157000,4082390,479352,0,0.1836034146,0.1637574622,0.1583126304,10314,0.3705642816,1.243851387,6133.151031,0.1400140618,0.1564544363,0.4609268955,2826.934264,442.2864068
2021-7,5,0,1613,1834,22578000,3535320,256182,0,0.1429700887,0.116222216,0.1258059452,10314,0.1563893737,1.137011779,12310.79607,0.156582514,0.167929046,0.17781656,2189.063409,367.6073298
2021-7,6,0,1398,1578,20447000,3164550,49425,0,0.1167100012,0.02932130551,,10314,0.1355439209,1.128755365,12957.54119,0.1547684257,0.1571856507,0.1529959279,1982.451037,311.6128563
2021-7,2,0,2984,3480,27047000,3815420,419169,0,0.1694646745,0.1511715725,0.1473859938,10314,0.2893154935,1.166219839,7772.126437,0.141066292,0.1565640921,0.3374054683,2622.35796,410.5670933
2021-7,3,0,2455,2878,26551000,3748890,356006,0,0.1479252711,0.1333867203,0.1276678269,10314,0.2380259841,1.172301426,9225.503822,0.1411958118,0.1546041957,0.2790382005,2574.267985,397.9926314
2021-7,4,0,1997,2290,24535000,3711520,318928,0,0.1427275918,0.1215182243,0.1077879292,10314,0.1936203219,1.14672008,10713.9738,0.1512745058,0.1642734053,0.222028311,2378.805507,390.7744813
2021-7,7,0,630,647,8991000,1404870,0,0,1,,,10314,0.06108202443,1.026984127,13896.44513,0.1562529196,0.1562529196,0.06273026954,871.7277487,136.2100058
2021-7,8,0,2,2,24000,3600,0,0,,,,10314,0.0001939111887,1,12000,0.15,0.15,0.0001939111887,2.326934264,0.3490401396
2021-8,0,7083,7083,11753,39127000,5366780,661279,0,0.1877193458,0.1663478687,0.1600466733,10314,0.6867364747,1.659325145,3329.107462,0.1371630843,0.1540639201,1.1395191,3793.58154,584.454043
2021-8,2,0,2762,3311,25584000,3604070,388213,0,0.1683936636,0.1470882676,0.142315448,10314,0.2677913516,1.198769008,7726.970704,0.1408720294,0.1560460835,0.3210199729,2480.511926,387.074171
2021-8,4,0,1627,1860,20175000,3258180,222771,0,0.1401215246,0.09590387576,0.1033911804,10314,0.157746752,1.143208359,10846.77419,0.1614959108,0.1725378439,0.1803374055,1956.079116,337.4976731
2021-8,3,0,2144,2452,22940000,3556250,344383,0,0.1655814131,0.1268247405,0.1162357304,10314,0.2078727943,1.143656716,9355.628059,0.1550239756,0.1700363121,0.2377351173,2224.161334,378.1881908
2021-8,1,0,3427,4163,25662000,3596380,422748,0,0.1823903638,0.1553276247,0.1490153254,10314,0.3322668218,1.214765101,6164.304588,0.1401441821,0.1566178786,0.4036261392,2488.074462,389.676944
2021-8,6,0,611,635,8468000,1335670,0,0,,,,10314,0.05923986814,1.039279869,13335.43307,0.1577314596,0.1577314596,0.0615668024,821.0199729,129.5006787
2021-8,5,0,1400,1550,19027000,3027720,33646,0,0.1164025655,0.1101066012,,10314,0.1357378321,1.107142857,12275.48387,0.1591275556,0.1608958848,0.1502811712,1844.774093,296.81656
2021-09,0,7604,7604,12544,41694000,5653660,739888,0,0.1970127604,0.1779700446,0.1713498944,10314,0.7372503393,1.649658075,3323.820153,0.1355988871,0.153344558,1.216210975,4042.46655,619.8902463
2021-09,1,0,3752,4732,29330000,4040270,456859,0,0.1727287519,0.158470531,0.1536001335,10314,0.36377739,1.26119403,6198.224852,0.1377521309,0.1533286396,0.4587938724,2843.707582,436.021815
2021-09,2,0,2813,3360,26359000,3964800,420224,0,0.1746654413,0.145313357,0.1357881594,10314,0.2727360869,1.194454319,7844.940476,0.1504154179,0.1663577526,0.325770797,2555.652511,425.1526081
2021-09,5,0,770,800,9301000,1497180,0,0,,,,10314,0.07465580764,1.038961039,11626.25,0.1609697882,0.1609697882,0.07756447547,901.7839829,145.1599767
2021-09,4,0,1759,1964,21237000,3344150,58223,0,0.1390728193,0.1449079486,,10314,0.1705448904,1.116543491,10813.13646,0.1574680981,0.1602096812,0.1904207873,2059.045957,329.8790964
2021-09,3,0,2121,2409,22387000,3592140,306010,0,0.1680668191,0.1374021841,0.1057796631,10314,0.2056428156,1.135785007,9293.067663,0.1604565149,0.1741256086,0.2335660268,2170.54489,377.9474501
2021-10,0,8858,8858,15028,50223000,6690400,858176,276,0.1898088931,0.1714886524,0.1657188889,10314,0.8588326546,1.696545496,3341.961672,0.1332138662,0.1502956813,1.457048672,4869.400814,731.8499127
2021-10,3,0,2511,2843,26733000,4177440,71149,0,0.127241012,0.08391247984,,10314,0.2434554974,1.13221824,9403.095322,0.1562652901,0.1589267572,0.2756447547,2591.913903,411.9244716
2021-10,1,0,4319,5434,34546000,5115380,571802,0,0.1824371238,0.1624634322,0.1528688743,10314,0.4187512119,1.258161611,6357.379463,0.1480744515,0.1646263533,0.5268566996,3349.427962,551.4041109
2021-10,4,0,996,1044,11195000,1777340,178,0,0.04059985369,,,10314,0.09656777196,1.048192771,10723.18008,0.1587619473,0.1587778473,0.1012216405,1085.417879,172.3403141
2021-10,2,0,3082,3635,28962000,4608670,379235,0,0.1640296275,0.136005152,0.1519207031,10314,0.2988171417,1.179428942,7967.537827,0.1591281679,0.1722223949,0.3524335854,2808.027923,483.6052938
2021-10,5,0,3,3,22000,3060,0,0,,,,10314,0.000290866783,1,7333.333333,0.1390909091,0.1390909091,0.000290866783,2.133023075,0.2966841187
2021-11,0,8843,8843,14474,47467000,6710270,858960,0,0.2009625366,0.1840201918,0.179846682,10314,0.8573783207,1.63677485,3279.46663,0.141367055,0.1594629953,1.403335272,4602.191196,733.8791933
2021-11,1,0,3878,4827,29629000,4741570,441073,0,0.1855180365,0.1650501581,0.1268384432,10314,0.3759937948,1.24471377,6138.181065,0.1600313882,0.1749179183,0.4680046539,2872.697305,502.4862323
2021-11,2,0,3055,3552,26645000,4221010,104591,0,0.1754239922,0.1764426195,,10314,0.2961993407,1.162684124,7501.407658,0.1584165885,0.1623419403,0.3443862711,2583.381811,419.3912158
2021-11,3,0,1243,1299,11200000,1835560,0,0,0.07933645871,,,10314,0.1205158038,1.045052293,8622.016936,0.1638892857,0.1638892857,0.125945317,1085.902657,177.9678107
2021-11,4,0,2,2,28000,5420,0,0,,,,10314,0.0001939111887,1,14000,0.1935714286,0.1935714286,0.0001939111887,2.714756641,0.5254993213
2021-12,0,7818,7818,12409,40149000,6305570,698586,0,0.2100724615,0.182344647,0.1817568597,10314,0.7579988365,1.587234587,3235.474253,0.157054223,0.1744540586,1.20312197,3892.670157,679.0921078
2021-12,3,0,4,4,21000,3110,0,0,,,,10314,0.0003878223774,1,5250,0.1480952381,0.1480952381,0.0003878223774,2.036067481,0.3015318984
2021-12,2,0,1358,1442,10259000,1651410,1677,0,0.3101739293,,,10314,0.1316656971,1.06185567,7114.424411,0.1609718296,0.1611352958,0.139809967,994.6674423,160.2760326
2021-12,1,0,3259,4063,24248000,3855160,97689,0,0.1616157687,0.09991811847,,10314,0.3159782819,1.246701442,5968.003938,0.1589887826,0.1630175272,0.3939305798,2350.979252,383.2508241
